Year,Month,Date,Brand,Product_Gender,Style_Name,Color,Stock_No,Width,Size,Product_Class,Billing_Name,Pairs
2018,10,10/02/2018,Sofft,F,Belden,Gold,1101335,M,100,Sh,6Pm,1
2018,11,11/15/2018,Sofft,F,Belden,Black,1101331,M,075,Sh,Nordstrom,-2
2018,12,12/27/2018,Sofft,F,Belden,Gold,1101335,M,070,Sh,Marden's,1
2018,12,12/27/2018,Sofft,F,Belden,Red,1101332,M,110,Sh,Marden's,2
2018,1,01/29/2018,Sofft,F,Belden,Gold,1101335,M,090,Sh,Vision/Sofftshoe.Com,1
2018,1,01/30/2018,Sofft,F,Belden,Red,1101332,M,075,Sh,Nordstrom,1
2018,1,01/31/2018,Sofft,F,Belden,Black,1101331,M,085,Sh,Nordstrom,-1
2018,2,02/05/2018,Sofft,F,Belden,Gold,1101335,M,080,Sh,Vision/Sofftshoe.Com,1
2018,2,02/08/2018,Sofft,F,Belden,Gold,1101335,M,075,Sh,Vision/Sofftshoe.Com,-1
2018,2,02/08/2018,Sofft,F,Belden,Gold,1101335,M,080,Sh,Vision/Sofftshoe.Com,-1
2018,2,02/08/2018,Sofft,F,Belden,Red,1101332,M,075,Sh,Nordstrom,1
2018,2,02/12/2018,Sofft,F,Belden,Black,1101331,M,085,Sh,Nordstrom,-5
2018,2,02/22/2018,Sofft,F,Belden,Gold,1101335,M,090,Sh,Shoebuy.Com.Inc.,1
2018,2,02/26/2018,Sofft,F,Belden,Black,1101331,M,080,Sh,Shoebuy.Com.Inc.,1
2018,2,02/26/2018,Sofft,F,Belden,Black,1101331,M,090,Sh,Vision/Sofftshoe.Com,1
2018,2,02/26/2018,Sofft,F,Belden,Red,1101332,M,075,Sh,Dsw Inc. Dsw Drop Ship,1
2018,3,03/02/2018,Sofft,F,Belden,Black,1101331,M,090,Sh,Vision/Shoeline.Com,1
2018,3,03/06/2018,Sofft,F,Belden,Black,1101331,M,090,Sh,Shoebuy.Com.Inc.,-1
2018,3,03/06/2018,Sofft,F,Belden,Red,1101332,M,090,Sh,Nordstrom,-1
2018,3,03/07/2018,Sofft,F,Belden,Black,1101331,M,085,Sh,Shoebuy.Com.Inc.,1
